# ------------------------------
# XFoil Interface for Python
# ------------------------------
# 
# Airfoil,naca0018
# Reynolds number,120000
# Ncrit,9.0
# Mach,0.0
# n_node,250
# max_iter, 300
# ------------------------------
# alpha_deg, cl, cd, cm, cpmin, top_xtr, bot_xtr
4.700000000000001066e+00 6.981207728385925293e-01 2.019941434264183044e-02 -2.433121763169765472e-02 -1.699514150619506836e+00 1.000000000000000000e+00 1.000000000000000000e+00
4.800000000000000711e+00 7.154479622840881348e-01 2.022784389555454254e-02 -2.568301931023597717e-02 -1.737445473670959473e+00 1.000000000000000000e+00 1.000000000000000000e+00
4.900000000000000355e+00 7.334710955619812012e-01 2.024560980498790741e-02 -2.721709571778774261e-02 -1.776934385299682617e+00 1.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e+00 7.504957318305969238e-01 2.029661647975444794e-02 -2.854632772505283356e-02 -1.815851926803588867e+00 1.000000000000000000e+00 1.000000000000000000e+00
5.100000000000001421e+00 7.689460515975952148e-01 2.029464580118656158e-02 -3.015548549592494965e-02 -1.857329249382019043e+00 1.000000000000000000e+00 1.000000000000000000e+00
5.200000000000001066e+00 7.869360446929931641e-01 2.031964436173439026e-02 -3.171695768833160400e-02 -1.898788809776306152e+00 1.000000000000000000e+00 1.000000000000000000e+00
5.300000000000000711e+00 7.985268831253051758e-01 2.037797123193740845e-02 -3.203941136598587036e-02 -1.931604266166687012e+00 1.000000000000000000e+00 1.000000000000000000e+00
5.400000000000000355e+00 8.047752976417541504e-01 2.043294161558151245e-02 -3.140057250857353210e-02 -1.955837845802307129e+00 1.000000000000000000e+00 1.000000000000000000e+00
5.500000000000000000e+00 8.117781281471252441e-01 2.050499804317951202e-02 -3.084327280521392822e-02 -1.982795834541320801e+00 1.000000000000000000e+00 1.000000000000000000e+00
5.600000000000001421e+00 8.179149031639099121e-01 2.057249657809734344e-02 -3.016854636371135712e-02 -2.007539033889770508e+00 1.000000000000000000e+00 1.000000000000000000e+00
5.700000000000001066e+00 8.247397541999816895e-01 2.064966969192028046e-02 -2.957078069448471069e-02 -2.034330844879150391e+00 1.000000000000000000e+00 1.000000000000000000e+00
5.800000000000000711e+00 8.308901190757751465e-01 2.073216065764427185e-02 -2.887774817645549774e-02 -2.059362173080444336e+00 1.000000000000000000e+00 1.000000000000000000e+00
5.900000000000000355e+00 8.374972939491271973e-01 2.081521414220333099e-02 -2.823372557759284973e-02 -2.086557388305664062e+00 1.000000000000000000e+00 1.000000000000000000e+00
6.000000000000000000e+00 8.436971306800842285e-01 2.091168239712715149e-02 -2.752973698079586029e-02 -2.112745523452758789e+00 1.000000000000000000e+00 1.000000000000000000e+00
6.100000000000001421e+00 8.500402569770812988e-01 2.100232616066932678e-02 -2.683273330330848694e-02 -2.139616966247558594e+00 1.000000000000000000e+00 1.000000000000000000e+00
6.199999999999999289e+00 8.563440442085266113e-01 2.111085131764411926e-02 -2.612822130322456360e-02 -2.166381597518920898e+00 1.000000000000000000e+00 1.000000000000000000e+00
6.300000000000000711e+00 8.623511791229248047e-01 2.121008187532424927e-02 -2.536678686738014221e-02 -2.192758798599243164e+00 1.000000000000000000e+00 1.000000000000000000e+00
6.400000000000002132e+00 8.688799738883972168e-01 2.133016102015972137e-02 -2.468358911573886871e-02 -2.221241474151611328e+00 1.000000000000000000e+00 1.000000000000000000e+00
6.500000000000000000e+00 8.744210600852966309e-01 2.143860049545764923e-02 -2.383632771670818329e-02 -2.247293472290039062e+00 1.000000000000000000e+00 1.000000000000000000e+00
6.600000000000001421e+00 8.809935450553894043e-01 2.156371623277664185e-02 -2.314823493361473083e-02 -2.276258230209350586e+00 1.000000000000000000e+00 1.000000000000000000e+00
6.699999999999999289e+00 8.862541913986206055e-01 2.168744057416915894e-02 -2.224441803991794586e-02 -2.301798820495605469e+00 1.000000000000000000e+00 1.000000000000000000e+00
6.800000000000000711e+00 8.923589587211608887e-01 2.181309275329113007e-02 -2.146924287080764771e-02 -2.329919576644897461e+00 1.000000000000000000e+00 1.000000000000000000e+00
6.900000000000002132e+00 8.978868126869201660e-01 2.195674180984497070e-02 -2.059976756572723389e-02 -2.357229948043823242e+00 1.000000000000000000e+00 1.000000000000000000e+00
7.000000000000000000e+00 9.034324288368225098e-01 2.208986878395080566e-02 -1.972310617566108704e-02 -2.384940624237060547e+00 1.000000000000000000e+00 1.000000000000000000e+00
7.100000000000001421e+00 9.094565510749816895e-01 2.224723249673843384e-02 -1.892864890396595001e-02 -2.413932323455810547e+00 1.000000000000000000e+00 1.000000000000000000e+00
7.199999999999999289e+00 9.142170548439025879e-01 2.239118702709674835e-02 -1.791206933557987213e-02 -2.439800262451171875e+00 1.000000000000000000e+00 1.000000000000000000e+00
7.300000000000000711e+00 9.202170968055725098e-01 2.254858240485191345e-02 -1.710425317287445068e-02 -2.469162702560424805e+00 1.000000000000000000e+00 1.000000000000000000e+00
7.400000000000002132e+00 9.248359799385070801e-01 2.271514013409614563e-02 -1.605924405157566071e-02 -2.495105981826782227e+00 1.000000000000000000e+00 1.000000000000000000e+00
7.500000000000000000e+00 9.300815463066101074e-01 2.287292666733264923e-02 -1.511454395949840546e-02 -2.523613214492797852e+00 1.000000000000000000e+00 1.000000000000000000e+00
7.600000000000001421e+00 9.356634616851806641e-01 2.305800840258598328e-02 -1.423231419175863266e-02 -2.552890062332153320e+00 1.000000000000000000e+00 1.000000000000000000e+00
7.699999999999999289e+00 9.399251341819763184e-01 2.322608418762683868e-02 -1.311235968023538589e-02 -2.578907966613769531e+00 1.000000000000000000e+00 1.000000000000000000e+00
7.800000000000000711e+00 9.456452727317810059e-01 2.340327948331832886e-02 -1.224641595035791397e-02 -2.608996152877807617e+00 1.000000000000000000e+00 1.000000000000000000e+00
7.900000000000002132e+00 9.499513506889343262e-01 2.359764836728572845e-02 -1.113496068865060806e-02 -2.635175943374633789e+00 1.000000000000000000e+00 1.000000000000000000e+00
8.000000000000000000e+00 9.546226263046264648e-01 2.377700805664062500e-02 -1.008025370538234711e-02 -2.662726640701293945e+00 1.000000000000000000e+00 1.000000000000000000e+00
8.100000000000001421e+00 nan nan nan nan 1.000000000000000000e+00 1.000000000000000000e+00
8.199999999999999289e+00 9.639505147933959961e-01 2.417777292430400848e-02 -7.974077947437763214e-03 -2.719375848770141602e+00 1.000000000000000000e+00 1.000000000000000000e+00
8.300000000000000711e+00 9.689140319824218750e-01 2.436848171055316925e-02 -6.969096604734659195e-03 -2.748852491378784180e+00 1.000000000000000000e+00 1.000000000000000000e+00
8.400000000000002132e+00 9.742799997329711914e-01 2.459299005568027496e-02 -6.043000146746635437e-03 -2.779095649719238281e+00 1.000000000000000000e+00 1.000000000000000000e+00
8.500000000000000000e+00 9.776040911674499512e-01 2.479694411158561707e-02 -4.749224055558443069e-03 -2.804218292236328125e+00 1.000000000000000000e+00 1.000000000000000000e+00
8.600000000000001421e+00 9.828105568885803223e-01 2.500044368207454681e-02 -3.788704751059412956e-03 -2.834559679031372070e+00 1.000000000000000000e+00 1.000000000000000000e+00
8.699999999999999289e+00 9.875978231430053711e-01 2.523913234472274780e-02 -2.762581920251250267e-03 -2.863545894622802734e+00 1.000000000000000000e+00 1.000000000000000000e+00
8.800000000000000711e+00 9.909399151802062988e-01 2.545525692403316498e-02 -1.475136028602719307e-03 -2.889792203903198242e+00 1.000000000000000000e+00 1.000000000000000000e+00
8.900000000000002132e+00 9.962972402572631836e-01 2.567110024392604828e-02 -5.450668395496904850e-04 -2.921626329421997070e+00 1.000000000000000000e+00 1.000000000000000000e+00
9.000000000000000000e+00 1.000951766967773438e+00 2.592487446963787079e-02 4.990368615835905075e-04 -2.951127290725708008e+00 1.000000000000000000e+00 1.000000000000000000e+00
9.100000000000001421e+00 1.004057407379150391e+00 2.615428715944290161e-02 1.820095581933856010e-03 -2.976903200149536133e+00 1.000000000000000000e+00 1.000000000000000000e+00
9.200000000000002842e+00 1.009371757507324219e+00 2.638031169772148132e-02 2.751554129645228386e-03 -3.008756399154663086e+00 1.000000000000000000e+00 1.000000000000000000e+00
9.300000000000000711e+00 1.014576911926269531e+00 2.665003202855587006e-02 3.690149169415235519e-03 -3.039751291275024414e+00 1.000000000000000000e+00 1.000000000000000000e+00
9.400000000000002132e+00 1.017139315605163574e+00 2.689640596508979797e-02 5.092934705317020416e-03 -3.064134359359741211e+00 1.000000000000000000e+00 1.000000000000000000e+00
9.500000000000000000e+00 1.022126436233520508e+00 2.713231742382049561e-02 6.071630865335464478e-03 -3.095741748809814453e+00 1.000000000000000000e+00 1.000000000000000000e+00
9.600000000000001421e+00 1.028941392898559570e+00 2.741524763405323029e-02 6.720080506056547165e-03 -3.132083177566528320e+00 1.000000000000000000e+00 1.000000000000000000e+00
9.700000000000002842e+00 1.030527710914611816e+00 2.768264897167682648e-02 8.272979408502578735e-03 -3.154703378677368164e+00 1.000000000000000000e+00 1.000000000000000000e+00
9.800000000000000711e+00 1.034793257713317871e+00 2.793328091502189636e-02 9.360133670270442963e-03 -3.184892892837524414e+00 1.000000000000000000e+00 1.000000000000000000e+00
9.900000000000002132e+00 1.042486786842346191e+00 2.820718847215175629e-02 9.851840324699878693e-03 -3.223929166793823242e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+01 1.044657707214355469e+00 2.851118519902229309e-02 1.127598714083433151e-02 -3.247816085815429688e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.010000000000000142e+01 1.047788381576538086e+00 2.878795377910137177e-02 1.253286469727754593e-02 -3.274806499481201172e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.020000000000000284e+01 1.053861737251281738e+00 2.905187383294105530e-02 1.329027675092220306e-02 -3.309912919998168945e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.030000000000000071e+01 1.060343265533447266e+00 2.937755174934864044e-02 1.396033726632595062e-02 -3.345651865005493164e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.040000000000000213e+01 1.061681270599365234e+00 2.968869358301162720e-02 1.548977475613355637e-02 -3.368455410003662109e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.050000000000000000e+01 1.065813660621643066e+00 2.997414022684097290e-02 1.654848270118236542e-02 -3.399379730224609375e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.060000000000000142e+01 1.074090123176574707e+00 3.026510961353778839e-02 1.691793650388717651e-02 -3.441402196884155273e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.070000000000000284e+01 1.077336668968200684e+00 3.062300570309162140e-02 1.809174194931983948e-02 -3.468951225280761719e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.080000000000000071e+01 1.079280614852905273e+00 3.095357120037078857e-02 1.947239227592945099e-02 -3.493472814559936523e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.090000000000000213e+01 1.084200859069824219e+00 3.125348314642906189e-02 2.036494947969913483e-02 -3.526629686355590820e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.100000000000000000e+01 1.094799637794494629e+00 3.157771751284599304e-02 2.033631689846515656e-02 -3.574649095535278320e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.110000000000000142e+01 1.095517992973327637e+00 3.196649253368377686e-02 2.186192572116851807e-02 -3.595225334167480469e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.120000000000000284e+01 1.097585439682006836e+00 3.232651576399803162e-02 2.316106669604778290e-02 -3.620374917984008789e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.130000000000000071e+01 1.102802753448486328e+00 3.264766931533813477e-02 2.396160364151000977e-02 -3.655487537384033203e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.140000000000000213e+01 1.114470601081848145e+00 3.298268839716911316e-02 2.375343069434165955e-02 -3.708033800125122070e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.150000000000000000e+01 1.114889264106750488e+00 3.341338038444519043e-02 2.524981647729873657e-02 -3.728457450866699219e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.160000000000000142e+01 1.116245865821838379e+00 3.381875529885292053e-02 2.658743038773536682e-02 -3.751921892166137695e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.170000000000000284e+01 1.120846390724182129e+00 3.417092189192771912e-02 2.744159288704395294e-02 -3.785230159759521484e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.180000000000000071e+01 1.131050348281860352e+00 3.449980542063713074e-02 2.744058519601821899e-02 -3.834287881851196289e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.190000000000000213e+01 1.135578513145446777e+00 3.495232015848159790e-02 2.825979329645633698e-02 -3.866077899932861328e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.200000000000000000e+01 1.134182929992675781e+00 3.539646416902542114e-02 2.997018769383430481e-02 -3.882007360458374023e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.210000000000000142e+01 1.136406302452087402e+00 3.580412268638610840e-02 3.112202137708663940e-02 -3.908386468887329102e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.220000000000000284e+01 1.143124461174011230e+00 3.616067394614219666e-02 3.161159530282020569e-02 -3.948684692382812500e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.230000000000000071e+01 1.158570408821105957e+00 3.655563294887542725e-02 3.079578280448913574e-02 -4.013276576995849609e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.240000000000000213e+01 1.154024600982666016e+00 3.706000745296478271e-02 3.286468982696533203e-02 -4.020913124084472656e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.250000000000000000e+01 1.152846097946166992e+00 3.756605833768844604e-02 3.437829390168190002e-02 -4.037950992584228516e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.260000000000000142e+01 1.155602574348449707e+00 3.802232816815376282e-02 3.532775491476058960e-02 -4.066627979278564453e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.270000000000000284e+01 1.163272380828857422e+00 3.839756920933723450e-02 3.563360124826431274e-02 -4.110231876373291016e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.280000000000000071e+01 1.178485155105590820e+00 3.879356384277343750e-02 3.491519764065742493e-02 -4.174826622009277344e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.290000000000000213e+01 1.173180699348449707e+00 3.940413147211074829e-02 3.684101998805999756e-02 -4.179278373718261719e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.300000000000000000e+01 1.171230673789978027e+00 4.000771045684814453e-02 3.824634104967117310e-02 -4.193251132965087891e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.310000000000000142e+01 1.172513365745544434e+00 4.055624082684516907e-02 3.922376409173011780e-02 -4.217074871063232422e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.320000000000000284e+01 1.178520202636718750e+00 4.099596291780471802e-02 3.966385871171951294e-02 -4.255554676055908203e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.330000000000000071e+01 1.193938374519348145e+00 4.130029305815696716e-02 3.904455155134201050e-02 -4.323875427246093750e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.340000000000000213e+01 1.193611979484558105e+00 4.196681082248687744e-02 4.013600945472717285e-02 -4.343073844909667969e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.350000000000000000e+01 1.188799023628234863e+00 4.271864518523216248e-02 4.163441061973571777e-02 -4.348354339599609375e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.360000000000000142e+01 1.187041997909545898e+00 4.342706128954887390e-02 4.273999854922294617e-02 -4.363011837005615234e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.370000000000000284e+01 1.188603281974792480e+00 4.404438287019729614e-02 4.349557310342788696e-02 -4.388370037078857422e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.380000000000000071e+01 1.195176959037780762e+00 4.450497776269912720e-02 4.379991814494132996e-02 -4.430121421813964844e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.390000000000000213e+01 1.215674638748168945e+00 4.469246789813041687e-02 4.282260686159133911e-02 -4.515588760375976562e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.400000000000000000e+01 1.209264159202575684e+00 4.557638615369796753e-02 4.425571113824844360e-02 -4.515008926391601562e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.410000000000000142e+01 1.202467918395996094e+00 4.652041941881179810e-02 4.558647796511650085e-02 -4.512738227844238281e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.420000000000000284e+01 1.197879910469055176e+00 4.744045436382293701e-02 4.663108289241790771e-02 -4.517257213592529297e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.430000000000000071e+01 1.196104526519775391e+00 4.827583953738212585e-02 4.740802198648452759e-02 -4.530959606170654297e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.440000000000000213e+01 1.198131680488586426e+00 4.895476996898651123e-02 4.791170358657836914e-02 -4.557528972625732422e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.450000000000000000e+01 1.206378221511840820e+00 4.937845095992088318e-02 4.803897812962532043e-02 -4.605046749114990234e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.460000000000000142e+01 1.226125359535217285e+00 4.951936379075050354e-02 4.740751534700393677e-02 -4.691041946411132812e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.470000000000000284e+01 1.215768098831176758e+00 5.072059109807014465e-02 4.863755777478218079e-02 -4.676347732543945312e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.480000000000000071e+01 1.206426024436950684e+00 5.197134986519813538e-02 4.963102564215660095e-02 -4.664294719696044922e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.490000000000000213e+01 1.198220372200012207e+00 5.324490368366241455e-02 5.041756108403205872e-02 -4.655528068542480469e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.500000000000000000e+01 1.191437959671020508e+00 5.450231209397315979e-02 5.102570727467536926e-02 -4.651257991790771484e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.510000000000000142e+01 1.186677455902099609e+00 5.568799376487731934e-02 5.147803947329521179e-02 -4.653827190399169922e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.520000000000000284e+01 1.185420393943786621e+00 5.668078735470771790e-02 5.179165303707122803e-02 -4.668834209442138672e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.530000000000000071e+01 1.192174434661865234e+00 5.717639625072479248e-02 5.193741247057914734e-02 -4.712884426116943359e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.540000000000000213e+01 1.221839666366577148e+00 5.652789771556854248e-02 5.150371417403221130e-02 -4.837850093841552734e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.550000000000000000e+01 1.208576917648315430e+00 5.818971246480941772e-02 5.213428288698196411e-02 -4.809856414794921875e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.560000000000000142e+01 1.195375561714172363e+00 5.997243151068687439e-02 5.254779011011123657e-02 -4.780936717987060547e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.570000000000000284e+01 1.182089209556579590e+00 6.187708303332328796e-02 5.275761336088180542e-02 -4.750600337982177734e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.580000000000000071e+01 1.168530344963073730e+00 6.392238289117813110e-02 5.276663973927497864e-02 -4.718134880065917969e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.590000000000000213e+01 1.154478311538696289e+00 6.612226366996765137e-02 5.257577076554298401e-02 -4.682664871215820312e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.600000000000000000e+01 1.139624953269958496e+00 6.851913779973983765e-02 5.216882005333900452e-02 -4.642861366271972656e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.610000000000000142e+01 1.123525261878967285e+00 7.116214931011199951e-02 5.152279511094093323e-02 -4.596805095672607422e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.620000000000000284e+01 1.105447530746459961e+00 7.416124641895294189e-02 5.057500302791595459e-02 -4.541227817535400391e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.630000000000000071e+01 1.084202051162719727e+00 7.768238335847854614e-02 4.922265931963920593e-02 -4.470800876617431641e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.640000000000000213e+01 1.058027148246765137e+00 8.203141391277313232e-02 4.725847020745277405e-02 -4.377097129821777344e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.650000000000000000e+01 nan nan nan nan 1.000000000000000000e+00 1.000000000000000000e+00
1.660000000000000142e+01 9.808912873268127441e-01 9.545838832855224609e-02 3.993916139006614685e-02 -4.064668178558349609e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.660000000000000142e+01 9.808912873268127441e-01 9.545838832855224609e-02 3.993916139006614685e-02 -4.064668178558349609e+00 1.000000000000000000e+00 1.000000000000000000e+00

